l,m,real,imag,magnitude
13,3,0.1491563824308528,-0.3022634414659646,0.33706203355867215
13,4,-0.10154987348058411,0.1564230577097243,0.18649544173298815
13,5,-0.4702829227398635,0.5720878986621104,0.7405745007873128
13,6,0.25146183138108386,0.7779259655740189,0.817558475312805
13,7,0.2671778491722399,0.7183198010728743,0.7663989429152926
13,8,0.8114255067074475,0.69104319437492,1.0658105129089934
13,9,0.4526183525416909,0.10013954570474665,0.4635636975341226
13,10,1.090583208986084,-0.6373095439298887,1.2631449602110232
13,11,1.06487524543084,-0.0356699912125896,1.0654724945321197
13,12,0.906399067020567,0.4719185561042466,1.0218935327573375
13,13,0.3187632545781643,0.505567284512982,0.597669048587171
14,-14,-0.2823437550650271,0.5483895303081682,0.6168055390281716
14,-13,0.7591127998875689,-0.5954313822173493,0.9647749861405027
14,-12,-1.517211220266835,-0.05991936326768686,1.5183939597475957
14,-11,0.5982628303422444,0.3746366798487999,0.7058831745106589
14,-10,-0.3791802899292265,0.28282153212706307,0.47303880528505443
14,-9,-0.2854583905911995,-0.9517832342624359,0.993668867270169
14,-8,-0.06288680226055107,0.008567095066170457,0.06346766906410266
14,-7,-0.5331412201074118,0.12193061496307912,0.5469064229307372
14,-6,0.34588226653021803,0.28987072624746796,0.45128658326535176
14,-5,-0.019184931526070346,0.007831390779809537,0.02072178272268324
14,-4,-0.18800021490890337,-0.509282222492498,0.5428742607203736
14,-3,0.26852580122131153,0.14029572508473556,0.3029669889585316
14,-2,0.06918958589481239,-0.07568027972401026,0.10254122846640788
14,-1,0.17589670142564556,-0.10289415966657373,0.20378139676112014
14,0,0.47126476335911255,0.0,0.47126476335911255
14,1,-0.17589670142564562,-0.10289415966657377,0.20378139676112023
14,2,0.06918958589481235,0.07568027972401029,0.1025412284664079
14,3,-0.26852580122131164,0.14029572508473565,0.30296698895853175
14,4,-0.18800021490890342,0.5092822224924982,0.5428742607203738
14,5,0.01918493152607022,0.007831390779809589,0.020721782722683144
14,6,0.3458822665302182,-0.28987072624746807,0.451286583265352
14,7,0.533141220107412,0.12193061496307923,0.5469064229307374
14,8,-0.06288680226055106,-0.008567095066170457,0.06346766906410264
14,9,0.2854583905911996,-0.9517832342624363,0.9936688672701695
14,10,-0.3791802899292265,-0.28282153212706307,0.47303880528505443
14,11,-0.5982628303422444,0.37463667984879995,0.7058831745106589
14,12,-1.517211220266835,0.05991936326768683,1.5183939597475957
14,13,-0.7591127998875689,-0.5954313822173493,0.9647749861405027
14,14,-0.2823437550650271,-0.5483895303081682,0.6168055390281716
15,-15,0.2745510674552125,0.3205871375073005,0.4220834057102002
15,-14,-0.06158700904258572,-0.8274377182201803,0.8297265436372577
15,-13,-0.18172083933306227,1.203418587323242,1.217061526695746
15,-12,0.8839701995710246,-0.6369706502592516,1.0895572142027838
15,-11,0.6618927765496593,0.7788629995048348,1.022120159103755
15,-10,-0.2519370708445413,-0.3424341984556353,0.4251275901863825
15,-9,-0.07623201577478717,0.4093564913928277,0.41639411292011996
15,-8,-0.6121226815246773,-0.13595621662867627,0.6270392891015243
15,-7,0.1652526433316652,-0.5675580628315589,0.5911265438239213
15,-6,-0.31933496967832237,0.22942491049716476,0.39320556000149226
15,-5,-0.06336724253795274,-0.19042735905393804,0.2006937629900869
15,-4,0.33337419582709044,0.1915086592949624,0.38446576054092674
15,-3,-0.4780132897153279,-0.004286592209187168,0.47803250937278097
15,-2,0.24089153998802645,-0.3492074142744083,0.42423407715790723
15,-1,-0.13688963200367796,-0.033351865189395875,0.14089399654248583
15,0,-0.036644775915525396,0.0,0.036644775915525396
15,1,0.13688963200367787,-0.03335186518939586,0.14089399654248574
15,2,0.24089153998802645,0.34920741427440816,0.42423407715790706
15,3,0.4780132897153278,-0.0042865922091871855,0.47803250937278086
15,4,0.33337419582709044,-0.19150865929496239,0.38446576054092674
15,5,0.06336724253795271,-0.19042735905393796,0.20069376299008682
15,6,-0.31933496967832237,-0.2294249104971648,0.39320556000149226
15,7,-0.1652526433316653,-0.567558062831559,0.5911265438239214
15,8,-0.6121226815246773,0.13595621662867632,0.6270392891015244
15,9,0.07623201577478717,0.40935649139282776,0.41639411292012
15,10,-0.25193707084454126,0.34243419845563544,0.4251275901863827
15,11,-0.6618927765496595,0.7788629995048351,1.0221201591037552
15,12,0.8839701995710249,0.6369706502592517,1.089557214202784
15,13,0.18172083933306227,1.2034185873232417,1.2170615266957456
15,14,-0.06158700904258579,0.8274377182201803,0.8297265436372577
15,15,-0.27455106745521246,0.32058713750730045,0.42208340571020014
